OBJECTID,FIRE_ID,ASMNT_TYPE,PRE_ID,POST_ID,NODATA_THRESHOLD,LOW_THRESHOLD,MODERATE_THRESHOLD,HIGH_THRESHOLD,LATITUDE,LONGITUDE,FIRE_TYPE,FIRE_NAME,GREENNESS_THRESHOLD,IG_DATE,ACRES
21266,KS3786309604920130425,Initial (SS),NULL,80270342013100,0,125,-9999,-9999,37.859,-96.05,Unknown,UNNAMED,0,1366848000000,2226
21267,KS3703109629320130425,Initial (SS),NULL,80270342013100,0,70,-9999,-9999,37.032,-96.29,Unknown,UNNAMED,0,1366848000000,1037
21268,OK3688509640120130425,Initial (SS),NULL,80270342013100,0,-40,-9999,-9999,36.881,-96.404,Unknown,UNNAMED,0,1366848000000,2101
21269,OK3674409637620130425,Initial (SS),NULL,80270352013100,0,-25,-9999,-9999,36.744,-96.378,Unknown,UNNAMED,0,1366848000000,1078
21270,OK3668709604020130425,Initial,70270352013091,80270352013100,-970,40,9999,9999,36.686,-96.04,Unknown,UNNAMED,-150,1366848000000,5326
21271,KS3854809571820130425,Initial (SS),NULL,80270332013100,0,-10,-9999,-9999,38.55,-95.716,Unknown,UNNAMED,0,1366848000000,2171
21272,KS3791409589420130425,Initial (SS),NULL,80270342013100,0,10,-9999,-9999,37.909,-95.894,Unknown,UNNAMED,0,1366848000000,4691
21273,KS3777609505020130425,Initial (SS),NULL,80270342013100,0,125,-9999,-9999,37.776,-95.049,Unknown,UNNAMED,0,1366848000000,1366
21274,OK3683809547720130425,Initial (SS),NULL,80270342013100,0,125,-9999,-9999,36.846,-95.48,Unknown,UNNAMED,0,1366848000000,7538
21275,OK3674709587420130425,Initial (SS),NULL,80270352013100,0,90,-9999,-9999,36.743,-95.872,Unknown,UNNAMED,0,1366848000000,1685
21276,OK3657009606320130425,Initial (SS),NULL,80270352013100,0,75,-9999,-9999,36.569,-96.063,Unknown,UNNAMED,0,1366848000000,2607
21277,KS3747809681320130603,Initial (SS),NULL,80280342013200,0,450,-9999,-9999,37.474,-96.816,Unknown,UNNAMED,0,1370217600000,2970
21278,KS3787409668920130830,Initial (SS),NULL,80280342013300,0,325,-9999,-9999,37.872,-96.69,Unknown,UNNAMED,0,1377820800000,1260
21279,KS3782409695720130603,Initial (SS),NULL,80280342013200,0,350,-9999,-9999,37.825,-96.955,Unknown,UNNAMED,0,1370217600000,2109
21280,KS3910809605420130424,Initial (SS),NULL,80270332013100,0,-25,-9999,-9999,39.108,-96.055,Unknown,UNNAMED,0,1366761600000,3062
21281,KS3773209609720130425,Initial (SS),NULL,80270342013100,0,10,-9999,-9999,37.726,-96.095,Unknown,UNNAMED,0,1366848000000,3247
21282,MO3718009106020130327,Initial (SS),NULL,80240342013100,0,225,-9999,-9999,37.179,-91.06,Unknown,UNNAMED,0,1364342400000,637
21283,MO3729909157020130412,Initial (SS),NULL,70240342013100,0,110,-9999,-9999,37.299,-91.571,Unknown,UNNAMED,0,1365724800000,942
21284,MO3704909120220130327,Initial (SS),NULL,70240342013100,0,115,-9999,-9999,37.05,-91.201,Unknown,UNNAMED,0,1364342400000,835
21285,AR3488709387720130419,Initial,50250362011128,80250362013100,-970,150,9999,9999,34.887,-93.875,Unknown,UNNAMED,-150,1366329600000,2021
21286,MS3240708959720130329,Initial,50220382011075,70220382013100,-970,34,9999,9999,32.41,-89.599,Unknown,UNNAMED,-150,1364515200000,2388
21287,MS3113908899520130218,Initial,50210382010049,70210382013000,-970,2,274,9999,31.13,-88.994,Unknown,UNNAMED,-150,1361145600000,2852
21288,AK6245215694220130612,Extended,70740162012226,80730162014200,-970,160,354,600,62.459,-156.915,Unknown,UNNAMED,-150,1370995200000,135664
21289,MS3115708901620130306,Initial,50220382011075,70210382013100,-970,48,256,9999,31.15,-89.013,Unknown,UNNAMED,-150,1362528000000,1583
21290,MS3149408882420130306,Initial,50220382011075,70210382013100,-970,28,238,9999,31.495,-88.825,Unknown,UNNAMED,-150,1362528000000,758
21291,MS3149708883720130407,Initial,50220382011107,80210382013100,-970,80,272,9999,31.494,-88.838,Unknown,UNNAMED,-150,1365292800000,608
21292,MS3151008882720130415,Initial,50220382011107,80210382013100,-970,90,277,9999,31.513,-88.828,Unknown,UNNAMED,-150,1365984000000,942
21293,MS3134908866820130509,Initial,50210382010145,70210382013100,-970,2,9999,9999,31.351,-88.668,Unknown,UNNAMED,-150,1368057600000,1520
21294,MS3064408886120130202,Initial (SS),NULL,70210392013000,0,591,189,-13,30.646,-88.863,Unknown,UNNAMED,0,1359763200000,7660
21295,MS3093208903220130209,Initial,50210392010049,70210392013000,-970,-25,179,403,30.933,-89.03,Unknown,UNNAMED,-150,1360368000000,792
21296,MS3054908889320130509,Initial (SS),NULL,70210392013100,0,563,233,-9999,30.552,-88.898,Unknown,UNNAMED,0,1368057600000,2204
21564,LA3148409309620130228,Initial (SS),NULL,70240382013100,0,480,280,-9999,31.484,-93.097,Wildfire,UNNAMED,0,1362009600000,1356
21565,LA3149809304220130228,Initial (SS),NULL,70240382013100,0,480,280,-9999,31.486,-93.043,Wildfire,UNNAMED,0,1362009600000,1477
21566,LA3151009301520130228,Initial (SS),NULL,70240382013100,0,420,200,-9999,31.509,-93.008,Wildfire,UNNAMED,0,1362009600000,4440
22562,UT3998311269720130702,Extended,80390322013167,80390322014200,-970,40,153,310,39.983,-112.696,Unknown,UNNAMED,-150,1372723200000,1792
22711,CA3605012127120130823,Initial,80430352013227,80430352013300,-970,83,325,475,36.054,-121.275,Unknown,UNNAMED,-150,1377216000000,4433
